Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
TEN Sushi,"60 Robertson Quay, ＃01- 09, Singapore 238252",1.2901284,103.8390499,"Bar, Japanese",ATtYBwLmCItG5u6Rnez1YNgMGcDK0WhIxeLnyQvJVukL_XZjclVh5-H5VGNvug3S-wcwIxxJogdSEs_5f69CkKU5IM4-UvC9Go1q6NyyFJMv-1A91ib_JYYoTF-cOQW9ng0ADxYHrkU3Uz_9hq8mmPscDuAiFmFMfzA95YzoiSGFqntz1Qsr,https://www.google.com/maps/search/?api=1&query=TEN+Sushi
Tenkaichi Japanese BBQ Restaurant (Cineleisure),"6 Raffles Boulevard #03-129 Marina Square Shopping Mall, Singapore 039594",1.2905299,103.8573481,"Buffet, Japanese, Steamboat, Modern Asian, BBQ",ATtYBwKwzmbqBb__Hb_wZ5hnnFOE3f8h_ZTXfmW3ME12NgL3RkOcFalex_kjcMXqBRiaVpAludgEUE87YojymOI6HE_h-hkhYI4X3ih2xDViY0IfPNpfDG5HfZeCwACnT5b7WCSS9DahAlk7bawCeeFmFkv_JmxRdAASGxRSvv8aSMvsrXUl,https://www.google.com/maps/search/?api=1&query=Tenkaichi+Japanese+BBQ+Restaurant+%28Cineleisure%29
Tenkaichi Japanese BBQ Restaurant (Marina Square),"6 Raffles Boulevard #03-129 Marina Square Shopping Mall, Singapore 039594",1.2905299,103.8573481,"Buffet, Japanese, BBQ",ATtYBwIAxtYJKsOYhPl3EDcLpTf5LXHeXmt5ojN98kwaM_I2n2LpPWT7hfjp8ylmpDNWfT79DI3CjxqtUqZ5C78kiCZsmkBWS_jgNzDtHEgppTlPUWPsgCKkbtCRUJwL-3F1e1-dtqgzkFAA6pKRBeTkuFvRUL9twk0UqZdpX2m3LWD9afs8,https://www.google.com/maps/search/?api=1&query=Tenkaichi+Japanese+BBQ+Restaurant+%28Marina+Square%29
Teochew Restaurant Huat Kee,"#02-01 RELC Building, 30 Orange Grove Rd, Singapore 258352",1.3130152,103.8260785,"Chinese, Vegetarian Friendly, Local",ATtYBwIFhBmha6J6UD9SyBJi3fhi9tYyKRUp8ExXoqkvZY9xzVRvXHMUyM36L2Xz2K7UNIl3b_hE3pGGja2OEZEB0PH7CYWxIqp0aY9ZkUB_w8C1jKHnsxMkQn0nRqylmXq4vUqQ9lxT_4JxRCvUAprOY7k8fRqqGqOlNhoJix20x2sU52kX,https://www.google.com/maps/search/?api=1&query=Teochew+Restaurant+Huat+Kee
Teppan Bar Q,"11 Unity St, 01-21/22, Singapore 237995",1.2922138,103.8410888,"Bar, Japanese, Fusion, Vegetarian Friendly",ATtYBwLYCCN09xBhJLvf1jrt9Gf3URRjcsLOsE00zH8fsiEf73F_7ECVbVTDKOOIz7tLMBHTwacOeH8X9wyqrYF9I0U_HqZB3jo1H_hbCNYK7zaQGcHBdmTk6eY_0e3xU4TyW7HQKLjk-rTqi604ah8Vk7JKD-fn1PDPGEspG7TTu7o83ycq,https://www.google.com/maps/search/?api=1&query=Teppan+Bar+Q
Teppan Chef's Table,"Level 25 Andaz Singapore, 5 Fraser St, Singapore 189354",1.2992066,103.8577299,Japanese,ATtYBwJxLotOtUF9jAiQV8GIQr1qWWR7S_LaBmOVa04Mjbu2cDSY_SP8KWDc7NTu5shqPBNCDooMBOXlfijCO8b22i-t-v9dwaoZ8mIOhtYPE6XNlfHNlwh2u0JFAojzJ60ZdYi7n22ggfMA1hVjcPYRAHTYNRHrZefA1-BPZ70BrqD3-4ia,https://www.google.com/maps/search/?api=1&query=Teppan+Chef%27s+Table
Teppan Kappou Kenji,"99 Tg Pagar Rd, #01-01, Singapore 088520",1.2773716,103.8437288,Japanese,ATtYBwLHvFnCNea9Axj3wvpbqqrcvoQpHf7SPPmMHeOT-gcth8JkEiunSffIMNonMFBRBcfSFn8Sv7x9F4dC4jDl1yuXs3iPGJseKQWurQ71n3Np0GOIhdu-6HeYKIkGV6Frk5NUst27rARulm4IczzPBxdALAVFX5kM8yHjDojXrKx-RTbq,https://www.google.com/maps/search/?api=1&query=Teppan+Kappou+Kenji
Teppan Works,"42 Tras St, Singapore 078981",1.2782924,103.8442963,Japanese,ATtYBwL_5fac8nX8gTBH4aKBwlrflT9kwdOfzfBe1VA_YKnyLpzZFlz-WQ3b2mMHtUJhSMTCtemHGbHe-AR-SPHiWBFcCWSfh6_fjgCzF8H_N6ZygBXmLpL3Rkt6ostIRYLAOcy_MbBE9WDnBLtMYfihqCGgCNSyAUJjqX2unbVNMfyGFkth,https://www.google.com/maps/search/?api=1&query=Teppan+Works
Tess Bar & Kitchen,"38 Seah St, Singapore 188394",1.2959092,103.8549995,"Bar, Modern European, French",ATtYBwLhq4LkEfuil8yv6lcUGvqN0vHsxtMfHSkG3kHAbj_ukQiZr7ryw5HeDDb9X5sG0W_9CVm4PIkcGQEixmoHX_qKl1vuOoVpjIcdgNb_82uXX42z0Q3uI6Ni6V4nbv0P7DfyuGMKPAEucJRG22yD4-hKMpAKkeEapNwRiIh54XsZss1X,https://www.google.com/maps/search/?api=1&query=Tess+Bar+%26+Kitchen
TGM (Changi Airport T2 Transit),"Changi Airport Departure, PTB2, Airport Blvd., Singapore 819642",1.3580811,103.9864838,"Japanese, Korean, Local",ATtYBwIt7cL0l64gC3_rpTSGlD53ZavoNBo4XEFcn8lqyOGKqeykU8vZ7tujZOdN59Hom4tEn0s6i_yMaX21qv62I47N8H3IYxkZXy3ETXxKuLj2pUc1IDe2bOuIpNRrz54elMOEq3nUpsVGJnc6n9sqcEGhskFg5nt6kL_32GlhduA_m-sc,https://www.google.com/maps/search/?api=1&query=TGM+%28Changi+Airport+T2+Transit%29
Thai Accent,"1 Harbourfront Walk, #02-145/146 VivoCity, Singapore 098585",1.2633025,103.8216835,"Thai, Vegetarian Friendly",ATtYBwIeHxLWdIYX2pevAhs_5wKnQc-IdsW4HHuLtl2J26FRLV51pRr5_rO6EKfw7dk215x_dEuJXSP1mKujo8Bl5EXF3OZ9OX_mJwSw9AjB5Jh2UlElQtNsuHDvR9RJRrekd75DBJAMpPKSg15-qdeHzSlUCowN8_MkXHA3vCqi8KPNODou,https://www.google.com/maps/search/?api=1&query=Thai+Accent
Thai Wok Restaurant,"37 Cuppage Rd, Singapore 229460",1.3022097,103.8403865,"Thai, Seafood, Vegetarian Friendly",ATtYBwJzQ5eJ4fY6iiHdp6zrZ62DV2DjEWiG9lsuz9kSyruisQnhDIri4FmfXz9R--4eL0tSiyqJDgFbnFhWNtFbmEOs2sXH9Zc6__tx_Lu2B-NGOd8Y7evrnU5L6e4p5BI6yS_7TenftXhZg0cOtvy5YiP_QKUwWPBc5ID0Rin2VjXRC32r,https://www.google.com/maps/search/?api=1&query=Thai+Wok+Restaurant
Thai'd Me Up,"271 Bukit Timah Rd, #01-04, Singapore 259708",1.3164294,103.8356127,Thai,ATtYBwK3TE7FaRae8HlYHIcWEynEO_UuSWBdqSj8I6yar6dg2pRl9_GUyP3iso4pa3cXs1fTYw2FyPRX4pPjlkV5ApAkB3aGZt5U8g4IhiM9moG6fr_10j6egSw3voK1qMGclzRYib4n0PD-A5WCG0gyelx0hbDefi6C7LjyeBqVZ4888IjF,https://www.google.com/maps/search/?api=1&query=Thai%27d+Me+Up
Thanying Restaurant,"165 Tanjong Pagar Road #02-00 Amara Hotel, Singapore 088539",1.2752281,103.8435872,"Thai, Vegetarian Friendly",ATtYBwLBDe_fwyMuVKomFmoy5dHAPK1H6NwCS21ozQHC1FVUkmkkTM2eVWfZlvuQv1GLTuFUfuaUjuOGRp0zVa8SHhmU8x1i8PRWu4yHOTux5omMpv3MajLODWA0GcqIQbasV-9_BvEoXBjKXVCg6tOlHBMCm1k7xAVt8fTwVxXLRzHibrTs,https://www.google.com/maps/search/?api=1&query=Thanying+Restaurant
The Auld Alliance,"9 Bras Basah Rd, #02-02A Rendezvous Hotel, Singapore 189559",1.298614,103.849054,Bar,ATtYBwJ4ulJ5yLjS1_Uq-FJTshbURkCnCjp51d2fa72fyzC5Hm5q0oyj2nuT7frdGkVEwceYcRnmUFIR5XGhUJFe9Sm7l6n993v6rqEZDmjOc93NVW42WnDPeFjkNPoVsmIfWmiOG3l3B0461cJFYwXVFnMlC_byaSbcsr8lxsKpGfCCMQqR,https://www.google.com/maps/search/?api=1&query=The+Auld+Alliance
The Bar at 15 Stamford,"15 Stamford Rd, Singapore 178906",1.293891,103.8513613,Bar,ATtYBwIxBMFefiOw1rQmfvh7Gz1p32sTwR-ZsJf6Exe9iDDh_fOOwoV_jMePAxDHp5JgitjDKyfcDgEpyR9MGCh-L3Bm_IaWonhActkQeQBZB2ck7ybSuKSwe4lyBmsFOXM9NYEcgOp4CVVFcfRnNGQKJbVF9vTAXOsvrFXb9a2HXMsvtmWZ,https://www.google.com/maps/search/?api=1&query=The+Bar+at+15+Stamford
The Blue Ginger (Great World),"1 Kim Seng Promenade, 01-106, Singapore 237994",1.293984,103.832088,"Chinese, Local, Peranakan",ATtYBwI1bvpijoI2N_lzC_tLYqwej4-9sOD7QzQdbWaFMjri_u0oOH-gCqTFH-zwul94GYg8UJaMnyZOtAsCuMeX84Q62HKcP6QlMpZjWIwnPypuyizA9CyCX5aniADlBeW2Sr6_26abDrJEh3hW9Z2xP99H9hQfwS9rTbPWyYE3Ji3OCs8M,https://www.google.com/maps/search/?api=1&query=The+Blue+Ginger+%28Great+World%29
The Blue Ginger (Tanjong Pagar),"97 Tg Pagar Rd, Singapore 088518",1.2774186,103.843683,"Chinese, Local, Peranakan",ATtYBwJ0NIHOhBoT0cXPgAo_Mi1t1eytCM2sHrWeIKl78L7R0NGpq5mtQ-5zKi8Cq3wqWAijoOyR0Xu8fl0O3w5W3ixLlviFLAk9IjOPAScXU-wVHutguoYQOSYJOQjDJM0rN75GLW93zQqmw6pbba7moJDdteXJFnST48aVD_ZvIQy7lBiT,https://www.google.com/maps/search/?api=1&query=The+Blue+Ginger+%28Tanjong+Pagar%29
The Dempsey Project,"Block 9 Dempsey Rd, #01-12, Singapore 247697",1.3036479,103.8098265,"Bar, Modern European, Australian, All-Day Breakfast, Burgers",ATtYBwImZX1-aWUnAnT8h398dEAzpV66eGJDK3ChqpdUCAv3i1VxktVk4ZpKmlJAxKkgbHt3wApK53snzACI5efiSeoT2jXW1MP3od0k_AX2njfNZIeDSvj6MVRCmWGiaYwKvMemGCDvBKs670qTmF76K8uxMqqiDXLWg9v1NYVytNrBDrUW,https://www.google.com/maps/search/?api=1&query=The+Dempsey+Project
The Elephant Room Singapore,"20A Teck Lim Rd, Singapore 088391",1.2805446,103.8419062,"Bar, Indian",ATtYBwIHx4W7TNg5QXiDY_wYApOBpkVC3k0gqkANBT830OdT34E6KXCLztr7UkhNCOc3-1JxqA1wRvTKlTJP-oxDS9Qh8tWwV3gSl3sgx_qWRC5S6rp0nQxPKK14VRec_lixqRpPi_sD8ojjSJDixhRniLKhqjIi3F3HfPFzUq7wF03H0X72,https://www.google.com/maps/search/?api=1&query=The+Elephant+Room+Singapore
The Feather Blade Izakaya @ RAPPU,"52 Duxton Rd, Singapore 089516",1.2782247,103.843358,"Japanese, Steakhouse, Burgers",ATtYBwKn_o8I7ggeU2u4f_TmaF3mht4_Y0cIvUvm4hd_FhhGzJ_U_53bo5ZNgeJcWGoMkVOU277ZzSM7BiEC7IhgsNcYGXrh85LV2916X8Zc4lBZPz20bFweNCmxbwGdEWtRC0Ye2cCjMmTOsx_3GUvvsBOd7X67ArPWIQDk0ApnPv_ULMaa,https://www.google.com/maps/search/?api=1&query=The+Feather+Blade+Izakaya+%40+RAPPU
The Masses,"85 Beach Rd, #01-02, Singapore 189694",1.2972167,103.8566583,"French, Fusion",ATtYBwLaQ4p0RZpfbOpeOSZyCAgLJxky5K6fnG8XNC6dPjyEvE9jUAh5YMsWo_t3rc-0ixubIJVHjNbkA3nwOSQFTo_Ig1bNG25WX3YwAZCsTp1ZEacPpYVGT0l-UuX4N2r7ZQ-K7DN8AM4kM4Bi7Zif-9za8WHxWoebOPE4G9MLDsfOuiDa,https://www.google.com/maps/search/?api=1&query=The+Masses
The Providore (Tangs Orchard),"310 Orchard Rd, #02 - 22, Singapore 238864",1.3049309,103.833026,"Australian, Vegetarian Friendly, Cafe",ATtYBwLvrxyGxFuf_BSOjV5uwZbD7EuX_8LQ3iIVXMWnE1caFXMdRoBfCUX8BkoTqyUcb2YRSTAEk7NnxK3l7D6-AYD4lPUQggqyly2hYlcDPHnXeXy3AUjTucdlh_3y_raUritIXdC1ivs1WEkA7SKDi4LV5Fkr6JMEiSGy9Q1uSVlvQxva,https://www.google.com/maps/search/?api=1&query=The+Providore+%28Tangs+Orchard%29
The Rebel Bar,"28 Stanley St, Singapore 068737",1.2809429,103.848283,Burgers,ATtYBwJgh4_jYuiReJQ1Tno6cbZbYo2o7RvpXdVzgMXa-ULTNOpwxpBXiJO4aKfk4OGDrq97WKVuCws1xXqS1u5U9ENYXeEBpxr58ZeS2KeVV268K6d-xeeYvv-wojmQPYFfuSnr4j0qtP0EqGCamspT1oYfvTcwLTiDvD6mjtAgVOKERbkt,https://www.google.com/maps/search/?api=1&query=The+Rebel+Bar
The Rebel Company Cafe & Bar (Holland Village),"36 Lor Mambong, Singapore 277693",1.311689,103.794513,"Bar, All-Day Breakfast",ATtYBwK20ZrjbHLmPrwujL_FTiJjhaFFf16e0oCjMAgIC17_QCw17J0rkSauVX4W2jfkcvF1p4YYGQEFMSFRM7DmWcHDKhDpygN3OOYjSfPEMbbesi3jjNXju8wOiLLIJg5m60QNwkFIuzYiHKch3ArXsV3cQzMqZs2iNRmhyv8h9-IWT6xl,https://www.google.com/maps/search/?api=1&query=The+Rebel+Company+Cafe+%26+Bar+%28Holland+Village%29
The Whiskey Library @ The Vagabond Club,"39 Syed Alwi Rd, Singapore 207630",1.3069404,103.8584166,"Bar, International, Local",ATtYBwIszxYayuPsWvNattQ9UO8kGImiGbGqVMIJVulYXw_lTmA6NOXTSWGvnJR02F1DRl-tIY5R-EypPUPmXn_6DYCCk08bhj7CjuuvR6IOdI-cqUywwFrNgWI-ube5wleYlbt8GVaugpyOZmlmcJLyqo_lWr8RTcQQ-w_yfwUjSD4SOKNT,https://www.google.com/maps/search/?api=1&query=The+Whiskey+Library+%40+The+Vagabond+Club
Thevar,"9 Keong Saik Rd., Singapore 089117",1.2794163,103.8414615,"Indian, Fusion",ATtYBwLPydGI5DQpcuUF4SZcQwVGRkwysXvloUvuioh7ysfjNOjyLKjFZET0g8KPPVph9VdlCME3CgXVyf8KGAlwo3Ab21jaK2ebH4eLeYSuKSrZGpwXxzcZ-bP6phW72bDxtAbxleER4BfzAb8I2-mYd6DCig8KDMVnxc7vErFwNTwCZvEM,https://www.google.com/maps/search/?api=1&query=Thevar
Thonglor Thai Cuisine & Seafood (West Coast),"154 West Coast Rd, #02-25 West Coast Plaza, Singapore 127371",1.303541,103.7657323,Thai,ATtYBwIPYQfP9gwTTubNgtnVrTrp-pz-qgzqCmn9ailYikZI8NFbwsdG_b0XvILDZDu2WzB-WyhNBh-b9Y7UQODmHdiAThRkJEN3i1l5mzSL1W5koRqlDB6IrTwLaigH5Fgnww_CQhWGxfFk-U7vghMUCJrDMSVheB2rpYvaheez5Rra9SMb,https://www.google.com/maps/search/?api=1&query=Thonglor+Thai+Cuisine+%26+Seafood+%28West+Coast%29
Three Buns Quayside,"60 Robertson Quay, Singapore 238252",1.2904596,103.8394877,"Bar, Burgers",ATtYBwIEuXW3B6a188GLdUdAb0hCYkwx6gCTOj9GCRkYjvFRTStji0aHzsI9jUpfxzE2knVorevewpksfaCnXu481WU0GPxOLGEpC3Ufibj729nqn67LfCvoGw93ls7_VSaP1UWeEYYvLOOi8nHfZcqDzoClK8NwmSpUaUvU96mNlsRPyGXr,https://www.google.com/maps/search/?api=1&query=Three+Buns+Quayside
The Three Peacocks,"8 Port Rd, Labrador Park, Singapore 117540",1.2649832,103.8055246,Buffet,ATtYBwI1JOcWMDWSdm8sIQNs--c1HAw4nuOVxYi-pWJacYvUfMrH9lulTFcI3VUeMz-VRDXC-h4j_wJSEmTQtqSXv7BR6Z49a9BmWiHnR-oZQcu-0reugVGt9y-SUd0AsH_uSY4aWqDXzkoy1be6pCzj_hBsAuGzl5sGLTyT6EMKfCCoOsSV,https://www.google.com/maps/search/?api=1&query=The+Three+Peacocks
Thunderbird Bistro,"11 Unity Street, Robertson Walk, #01-10 11, Singapore 237995",1.2919896,103.8416883,American,ATtYBwLE82xrvNb8UcZBMDFvH11mbBSqQOK2XtglJeVBFajgwj-yTGzUVgU2DD5dzuqMlEgAKd0NVgOfQUgo5PBlfkVEdMno0IF678ASui2Cid3yhyLIEi5F0zrNv0CcqYt2cz5een_Pifuo3OPxAeI2ERg7NMH6wR3_Xn186vJ114LZ9jqO,https://www.google.com/maps/search/?api=1&query=Thunderbird+Bistro
Thus Coffee,"4 Jln Kuras, Singapore 577723",1.3726757,103.8295321,"Fusion, All-Day Breakfast, Cafe",ATtYBwJ0GY_wmsnIzZL6gWuV4XLKTwXWlSIQp5Btt3blS-MIBN-l0j6h9Dg1eIBAHG2_fgRuphyBACdoozzNSW-d_c7qBxWBuo_EXcZ45PDmUny9__LCmaHrQteKI0gsOfgEtfxdEahjhcRMe_Qtfxt8yvkl_MrAi34vHxDoSuaBlV_1N9Pf,https://www.google.com/maps/search/?api=1&query=Thus+Coffee
Thyme @Aliwal,"28 Aliwal St, #01-07, Singapore 199918",1.302622,103.861026,"Modern European, Italian, Fusion, British, Vegetarian Friendly, Burgers",ATtYBwKFXPZuctr49ERcp-luSe996Es3Ma0aoJgdpyD0bW23O2CDWYwMq-A1YQsjm7HINixvS1exdp53_yKgyoWsjBBRyOdq4uktMyp6IU8AiTla8Q6y82a8KzqURo1DuORqQiP6hH0lGvWPur5IzKRMRWm3w_-Wo0D9iLL6mtOSzp52A9ot,https://www.google.com/maps/search/?api=1&query=Thyme+%40Aliwal
Tien Court,"403 Havelock Rd, Singapore 169632",1.2883678,103.8367073,"Chinese, Dim Sum",ATtYBwLURT8AQispcTJxTX4IADxVj6eAamd0J_EZkVAaFDQYywidFx4Ev6NhyvqZRZZys0aaFEMrHaznbgMwVOeiD05iWjGqvNH05MFeui9sAjXfsFooQKYBgqI8upygO405qaFja8UHIzUGww5meZuqBmbdogS7POMs84Kv2ijf7XM6tbSi,https://www.google.com/maps/search/?api=1&query=Tien+Court
Tiffany Cafe & Restaurant,"60 Eu Tong Sen St, Singapore 059804",1.2865239,103.8443062,"Buffet, International",ATtYBwJOyPGM5lV5TlKPmPk7MJhjdHWYPsGn7HrxG1iyxQ3BnlJ6k-gtuFSqmG9XSXK8Vvmy4y3ytfyts5dri0TjnOxQzTTo-GICuSjHQsBItWvfJR5bbJowyrioUQPudoKZciG2-aGM6iSnkMW4xO7ad3oeZOqs2GO9loHt65hysIqA8yhg,https://www.google.com/maps/search/?api=1&query=Tiffany+Cafe+%26+Restaurant
Tiffin Room (Raffles Hotel),"1 Beach Rd, Singapore 189673",1.2946439,103.854674,Indian,ATtYBwJP9fJptSHUN_NidAHfQHX79b3edqxmurwbhEritk0TDI1xO0u92B8S0GsccwpQ5q6GqeuCPy8R99B-WnDoeFUiw-OwxLLbndBEMTgwxj-SX4TTnjbIu0tZDoD6hZoWyVMei-QaGj2LPPw3UKJPaEHPd1q47d7-84ccW0pLei4ZCfeT,https://www.google.com/maps/search/?api=1&query=Tiffin+Room+%28Raffles+Hotel%29
Tiger Street Lab,"78 Airport Blvd., #05 - 205, Singapore 819666",1.3607067,103.9896841,"Bar, Local",ATtYBwJzOYBH3fEME5iv-NeWzHDhmxn6ZsUPscNKFEWEP2Kmy61TfBDzT6XFACF3rzb_wnmBwSGs3rVpHEATPh9z0BTMXlG3QL6DHXdS0NBfizpuEqV-cf5QgZdsUBGSsBva5V8WrMVA9Z5BwTJrhQ_z1jRwaUHlRDUZsSvAWfsiKVjY1sXp,https://www.google.com/maps/search/?api=1&query=Tiger+Street+Lab
Timbre X S.E.A,"1 Old Parliament Lane, #01-04 The Arts House, Singapore 179429",1.288533,103.850936,"Bar, Pizza",ATtYBwJlX1d7bCur3aBT6I_8gHLm92vrN054hLNdJ_hkf64bagvwgV4mzNNdc40zayVq92m4N-vMKN-Q8199rj8-PrphRi4CXfj3YjDT1TvssxYW0IT6cAojrlvly-87FnYcYJN-wbD55gYeQZv3b6X22XgSQyTIrmlShcpE6uXoq04M-Mbx,https://www.google.com/maps/search/?api=1&query=Timbre+X+S.E.A
Timbre+,"73A Ayer Rajah Crescent, JTC Launchpad, Singapore 139957",1.2974527,103.7876333,"American, Bar, Chinese, Japanese, Korean, Indian, Seafood, Burgers",ATtYBwKDru2WyU47p5lU7yaW0Zz5EPCvyU2S8jzVm8yrpB3iiPyh70ke2dFWmiYrxyE9SSUEAiZ-S-iAt_Er2cynS6Hg2FLSLLhWwAkrObqslczf8tiRLmlyqb74NlieLaVX7rwlIa4ZWJgi3R6-7NtVoSKrkCt1EEcWyemmcppru-wCV2ge,https://www.google.com/maps/search/?api=1&query=Timbre%2B
Tipple and Dram,"24 Ann Siang Rd, Singapore 069704",1.2809378,103.8456894,"Bar, Vegetarian Friendly",ATtYBwJSuUTBe-1bnexvB_WSZh48sar7IjDwfn999GIlNoB86BSuL2bLgeNnmwg2sX4R-EUb7QCxsHz50gDmR4oZSoos1aebBH_BXMfT4pDJKEoYMYBJyVFnKD5Q4vtSkWCmm3KAW300oqERmNbWiXQ0BsR8lOstDVIV3fx5fD6ay7Lkn3sf,https://www.google.com/maps/search/?api=1&query=Tipple+and+Dram
The Tipsy Cow (Central),"6 Eu Tong Sen St, #01-15 The Central, Singapore 059817",1.2895371,103.8473472,"Bar, Italian, Fusion, Pizza, Burgers",ATtYBwL9HG612zv2hNVptY9FP9kZJJY4p5pe7UiJdgTpR_p8iwNlFhGdCNAegvIq_0RI5kVLt2g9JapfNWQJj9tfnUUGCTr6Rn2aJzxYH0t7aiFCSEr7DxajdbroIY0Rhq-ezgpH8HwHsCJGL6ZANOJwWbdaPans2Tl73nE56MPN_PK74DMy,https://www.google.com/maps/search/?api=1&query=The+Tipsy+Cow+%28Central%29
The Tipsy Cow (Katong),"315 Tanjong Katong Rd, Singapore 437098",1.3060298,103.8960968,"Bar, Italian, Fusion, Pizza, Burgers",ATtYBwLicPmFu7XA9xlv_BwrpjTLzut5gBzodK2m1yN7L1sUVxHRfS8rA7U1mVbEZZxklO51E7BPNgtXXQhq_8PfM2Qkp2H-Lae-q5sbEOHDfvJl3G9-8QwEWzK84LbshFf2x444T1ao_Lb76pCk32dqSIknEf3mMJ8TADDewRu7exbdrM_M,https://www.google.com/maps/search/?api=1&query=The+Tipsy+Cow+%28Katong%29
The Tipsy Den,"30 Victoria St, #01-27A Chijmes, Singapore 187996",1.2954097,103.8522445,"American, Bar",ATtYBwLEFdU5SuVJjNHCYd6r0Z45HMx1Kbe5v7nvP0n9dqTIngyajDvwT5afJn08MVjEfm2rFwg26jhJJlEHNwdg3M3yGqJv69D2bJJGref46S1TyIyfthHRxfI_vakLdImkoIK2soIGlWdIOSvwgCXwH1fFZDftaqUwKlZZxOq3beqjsYAe,https://www.google.com/maps/search/?api=1&query=The+Tipsy+Den
Tittle Tattle,"183 Selegie Rd, #01-03, Singapore 188329",1.3036851,103.8500332,"All-Day Breakfast, Cafe",ATtYBwJipEBX6Ed-tKXtxpMMJGSm6yHu5NA-P6ijlm__7ZEQVkVwTVifivYss2nKBxjQ0d4HT9Ag29VawIV7mis33g_V9mo3LLRbaAzWv_Q09LJGfzZ9BMo86GtpwflwwK7nCuSVS_YLXuRlSS355xXB0N4uev7XnpsMem00zCpARFhL2nnD,https://www.google.com/maps/search/?api=1&query=Tittle+Tattle
Todamgol,"31 Tg Pagar Rd, #01-01, Singapore 088454",1.2792802,103.8440106,Korean,ATtYBwKR-bexoiUoEz0XqP3iD8Sk97U5Z3Nd2g0lPI2pCp7uzt9L26ibjcxbFbgSpvfmdTG7o8nvRYwkXMP0c9o4XFEk3V34RaVjU4g3LU-dtxUoBhQ-juTQV5gRRICA2-bPfZC7dhHBBTP66Am7dCUCsIU685EUgeLdFu18d1ac395TvbhH,https://www.google.com/maps/search/?api=1&query=Todamgol
Tomo Izakaya (Clarke Quay),"3A River Valley Rd, #01-14, Singapore 179020",1.2895639,103.8450917,"Bar, Japanese",ATtYBwKskGFIIfSviRk0GuN3ZmruBhpySrBSa3XrkPReAYGzbrBYeEt4X6ywd2tlP_Dx8uE13EyXPlv3NuFJJi-mgZ1B4C6hBVsqvHhSxoEErJQNuj0EdmTpYciGEWPo0S3Gxrpdm0yRVYinVFhYQm2HmklIHI2R0zOy8YfY7qFvj5m4t59e,https://www.google.com/maps/search/?api=1&query=Tomo+Izakaya+%28Clarke+Quay%29
Tomo Izakaya (Esplanade),"8 Raffles Ave, Singapore 039802",1.2894604,103.8562624,Japanese,ATtYBwLB0wDVXBwIo2p6a4yh4p8dS1u_yH2P-Ou3qINje50uXIXup2uedPa1wJNqBkKHp-PPvxrglnIhowHiyO8XBKqNWW6e0hxwRU0A1FsQwkYBBve6prYiD62QAGTSfnwZmCIE8bUHI6yYIwD8TDXt2C9T3DW_v5uRMGXfRZJpW-qmwFcw,https://www.google.com/maps/search/?api=1&query=Tomo+Izakaya+%28Esplanade%29
Tong Xin Ru Yi Hotpot,"6 Lor Telok, Singapore 049019",1.2869783,103.8486978,"Chinese, Vegetarian Friendly, Local, Steamboat",ATtYBwLV9m8Kbxh4k0C3oMCfsO-9Rosc2QR5HVLswPSRETA0KEbeYQaVoYL4Wl6GnO7sIp1aoLg4cRzIccVHVhQNswgKOzjEqC2KvU2OmUoqLMXJ6h_ESw5RZz74COp-DpKKz-etXi7_neOkoK87nVR9dE1dBleg7hp8sYy1AJ6pQ4lo8dcX,https://www.google.com/maps/search/?api=1&query=Tong+Xin+Ru+Yi+Hotpot
Tonic,"30 Beach Rd, Singapore 189763",1.2946948,103.8555754,Bar,ATtYBwJdkT1NI4MU4xV1GmPhHDY4oIoHBo1rB7wtbw4_-rnzeCOQImA82UU8h_sjWKPCvfLmtfkdLk3eCtKDwMxAcHIc3wn7f8JR5ztoYxQyDzrf_inG4VcuVC9_NvhR1IhkFVPou1aUX5K0go6eZx0xGA8x3XDKJ1M7gLCyo71L5h9koLDQ,https://www.google.com/maps/search/?api=1&query=Tonic
Tonkichi (Takashimaya),"391 Orchard Rd, #04-24, Singapore 238872",1.302578,103.835155,Japanese,ATtYBwIgIeb--yR0JXq7NFgql5X-yjLKtMChBg2GssdVCJJvZ6cO2Vh0lzjMoF6XXcJCJSt8TTI49QIhGR-Pa3AHAw8b9s_C1ATZGXYZqTxOKa2D2HPP1LqA_VL7FYmVMB5V1uwaZBOaqQA6QKEGdz_k3dekZRuAn3ypI-DjtSKmlgrF6Vej,https://www.google.com/maps/search/?api=1&query=Tonkichi+%28Takashimaya%29
TONKIN Vietnamese Noodle and Coffee,"11 Tanjong Katong Rd, #02-22 Kinex Mall, Singapore 436950",1.3149868,103.8946433,"Vietnamese, Cafe",ATtYBwJFUCihAwkkmuXkGR6EPRXEJjBjMkhBXFnBuuXOtWfA5bnjA5HaJ9wlfLaxs0iPSXp0ez61uMZcd7LJ_Xy54N7b6NGx9FJ4ww3EsDlDhagZRz9Q0jvBMPruRz0WeD9T6K0hB4dNYLWQtA4xhK3I2w_DFrelxSlrTQZQ34lqzWe9odls,https://www.google.com/maps/search/?api=1&query=TONKIN+Vietnamese+Noodle+and+Coffee
