Restaurant,Address,Coordinates,Cusines
The Dempsey Project,"9 Dempsey Road,Singapore (247697)","1.3036447, 103.8098267","Bar, Modern European, Australian, All-Day Breakfast, Burgers"
The Elephant Room Singapore,20 Teck Lim Road Singapore (088391),"1.2805446, 103.8419062","Bar, Indian"
The Feather Blade Izakaya @ RAPPU,52 Duxton Road Singapore (089516),"1.2782247, 103.843358","Japanese, Steakhouse, Burgers"
The Masses,85 Beach Road#01-02Singapore (189694),"1.2973, 103.8565671","French, Fusion"
The Providore (Tangs Orchard),310 Orchard Road#02-22Tangs Orchard Singapore (238864),"1.3047955, 103.8329225","Australian, Vegetarian Friendly, Cafe"
The Rebel Bar,28 Stanley Street Singapore (068737),"1.2809429, 103.848283",Burgers
The Rebel Company Cafe & Bar (Holland Village),36 Lorong Mambong Singapore (277693),"1.311689, 103.794513","Bar, All-Day Breakfast"
The Whiskey Library @ The Vagabond Club,"39 Syed Alwi Road The Vagabond Club Singapore, A Tribute Portfolio Hotel Singapore (207630)","1.3070654, 103.8582723","Bar, International, Local"
Thevar,9 Keong Saik Road Singapore (089117),"1.2794175, 103.8414525","Indian, Fusion"
Thonglor Thai Cuisine & Seafood (West Coast),154 West Coast Road#02-25West Coast Plaza Singapore (127371),"1.303632, 103.766452",Thai
Three Buns Quayside,60 Robertson Quay#01-01The Quayside Singapore (238252),"1.2900297, 103.8391632","Bar, Burgers"
The Three Peacocks,8 Port Road Singapore (117540),"1.265251, 103.805053",Buffet
Thunderbird Bistro,11 Unity Street#01-10/11Robertson Walk Singapore (237995),"1.2920186, 103.8414078",American
Thus Coffee,4 Jalan Kuras Singapore (577723),"1.3726512, 103.8296416","Fusion, All-Day Breakfast, Cafe"
Thyme @Aliwal,28 Aliwal Street#01-07Aliwal Arts Centre Singapore (199918),"1.3025906, 103.8611415","Modern European, Italian, Fusion, British, Vegetarian Friendly, Burgers"
Thyme @Rochester,44 Rochester Park Singapore (139248),"1.3044071, 103.7856755","Bar, Modern European, Vegetarian Friendly"
Tien Court,403 Havelock Road Copthorne Kings Hotel Singapore Singapore (169632),"1.2882885, 103.8366159","Chinese, Dim Sum"
Tiffany Cafe & Restaurant,60 Eu Tong Sen Street Furama City Centre Singapore (059804),"1.2864727, 103.8446054","Buffet, International"
Tiffin Room (Raffles Hotel),"1 Beach Road Grand Lobby, Raffles Singapore Singapore (189673)","1.2948829, 103.8544791",Indian
Tiger Street Lab,78 Airport Boulevard#05-205Jewel Changi Airport Singapore (819666),"1.3602082, 103.9897593","Bar, Local"
Timbre X S.E.A,1 Old Parliament Lane#01-04The Arts House Singapore (179429),"1.288533, 103.850936","Bar, Pizza"
Timbre+,73A Ayer Rajah Crescent JTC Launch Pad @ one-north Singapore (139957),"1.2974527, 103.7876333","American, Bar, Chinese, Japanese, Korean, Indian, Seafood, Burgers"
Tipple and Dram,24 Ann Siang Road Singapore (069704),"1.2809363, 103.8456853","Bar, Vegetarian Friendly"
The Tipsy Cow (Central),6 Eu Tong Sen Street#01-15The Central Singapore (059817),"1.2890252, 103.8466098","Bar, Italian, Fusion, Pizza, Burgers"
The Tipsy Cow (Katong),315 Tanjong Katong Road Singapore (437098),"1.306075, 103.8961585","Bar, Italian, Fusion, Pizza, Burgers"
The Tipsy Den,30 Victoria Street#01-27A/K11CHIJMES Singapore (187996),"1.2951699, 103.8521957","American, Bar"
Tittle Tattle,183 Selegie Road#01-03Singapore (188329),"1.3038058, 103.8500905","All-Day Breakfast, Cafe"
Todamgol,31 Tanjong Pagar Road#01-01Singapore (088454),"1.2792802, 103.8440106",Korean
Tomo Izakaya (Clarke Quay),"3A River Valley Road#01-14Block A, Clarke Quay Singapore (179020)","1.2894879, 103.8451404","Bar, Japanese"
Tomo Izakaya (Esplanade),8 Raffles Ave#01-09Singapore (039802),"1.2896585, 103.8557631",Japanese
Tong Xin Ru Yi Hotpot,6 Lor Telok Singapore (049019),"1.2869783, 103.8486978","Chinese, Vegetarian Friendly, Local, Steamboat"
Tonic,30 Beach Road JW Marriott Singapore South Beach Singapore (189763),"1.2944085, 103.8560531",Bar
Tonkichi (Isetan Scotts),350 Orchard Road Level 4Shaw House Isetan Scotts Singapore (238868),"1.305988, 103.8320337",Japanese
Tonkichi (Takashimaya),391 Orchard Road#04-24Takashimaya Singapore (238872),"1.3025572, 103.834568",Japanese
TONKIN Vietnamese Noodle and Coffee,11 Tanjong Katong Road#02-22/23Kinex Mall Singapore (437157),"1.3147221, 103.8947554","Vietnamese, Cafe"
Tonny Restaurant,8-10 Geylang Lorong 3Singapore (388862),"1.311898, 103.8743599","Chinese, Seafood, Vegetarian Friendly, Local, Steamboat, Zi Char"
Torasho Ramen & Charcoal Bar,32 Tras Street Singapore (078972),"1.2786335, 103.8443306","Bar, Japanese, Fusion, Southeast Asian, BBQ"
ToriBiru,19 East Coast Road#01-01Singapore (428746),"1.316054, 103.945695","Bar, Japanese"
Torii Izakaya,32 Duxton Road Singapore (089496),"1.2790701, 103.8434348",Japanese
TORIO Japanese Restaurant,50 Tiong Bahru Road#01-01Link Hotel Singapore (168733),"1.2848584, 103.8343662",Japanese
ToriYard,1380 Ang Mo Kio Avenue 1Bishan Park 2Singapore (569930),"1.3624542, 103.8471773",Japanese
Town,1 Fullerton Square The Fullerton Hotel Singapore Singapore (049178),"1.2863532, 103.8530671","International, Local"
Trapizza,10 Siloso Beach Walk Singapore (098995),"1.256237, 103.812091","Italian, Vegetarian Friendly, Pizza"
Trattoria La Vita,35 North Canal Road#01-01Singapore (059291),"1.2869162, 103.8471577","Bar, Japanese, Italian"
Trattoria Nonna Lina,61 Cantonment Road Singapore (089757),"1.2784071, 103.8403246","Italian, Seafood, Vegetarian Friendly"
TribeD³ Lounge,15 Yishun Industrial Street 1#01-20Win 5Singapore (768091),"1.437344, 103.8440208","Chinese, Fusion"
Triple Three,333 Orchard Road Level 5Mandarin Orchard Hotel Singapore Singapore (238867),"1.3022281, 103.8360357","Buffet, Japanese, International, Seafood, Vegetarian Friendly"
True Blue Cuisine,49 Armenian Street Singapore (179937),"1.294452, 103.849364","Local, Peranakan"
TungLok Heen,"26 Sentosa Gateway#02-142/143, Hotel Michael Lobby Level, Resorts World Sentosa Singapore (098138)","1.255179, 103.8218107","Chinese, Local"
TungLok Seafood (Arena Country Club),511 Upper Jurong Road The Arena Country Club Singapore (638366),"1.3294914, 103.6829236","Buffet, Chinese, Seafood, Dim Sum"
TungLok Seafood (Orchard Central),181 Orchard Road#11-05Orchard Central Singapore (238896),"1.300716, 103.839996","Chinese, Seafood, Dim Sum"
TungLok Seafood (Paya Lebar),10 Paya Lebar Road#03-09/10Paya Lebar Quarter Singapore (409057),"1.316608, 103.8924804","Chinese, Seafood, Dim Sum"
TungLok Signatures (Changi City Point),No.5 Changi Business Park Central 1#01-26/27Changi City Point Singapore (486038),"1.3332825, 103.9639906","Chinese, Seafood"
TungLok Signatures (Orchard Rendezvous Hotel),1 Tanglin Road#02-18Orchard Rendezvous Hotel Singapore (247905),"1.3065228, 103.827668","Chinese, Seafood"
TungLok Signatures (The Central),6 Eu Tong Sen Street#02-88The Central Singapore (059817),"1.2890252, 103.8466098","Chinese, Seafood"
TungLok Teahouse (Square 2),10 Sinaran Drive#01-73Square 2Singapore (307506),"1.3208322, 103.8441474","Chinese, Dim Sum"
TungLok XiHe Peking Duck (Orchard Central),181 Orchard Road#07-07/08/09Orchard Central Singapore (238896),"1.3007667, 103.8400129","Chinese, Seafood"
TungLok XiHe Peking Duck (The Grandstand),200 Turf Club Road#01-23Turf City Singapore (287994),"1.3380084, 103.7934418","Chinese, Seafood"
TWO Bakers (Serangoon),9 Teck Chye Terrace Singapore (545720),"1.3530413, 103.8763879","Fusion, Cafe"
Two Blur Guys,327 Jalan Besar Singapore (208981),"1.3116674, 103.8592399","American, Vegetarian Friendly, Burgers"
TXA Gastrobar,10 Telok Blangah Green Singapore (109178),"1.278877, 103.813289","Modern European, Spanish"
Typhoon Cafe (Bugis+),201 Victoria Street#04-08Singapore (188067),"1.2997818, 103.8541438","Chinese, Fusion"
Typhoon Cafe (Plaza Singapura),68 Orchard Road#04-67Plaza Singapura Singapore (238839),"1.3005317, 103.8452356","Chinese, Fusion"
Tóng Lè Private Dining,60 Collyer Quay Level 8 & 10OUE Tower Singapore (049322),"1.283527, 103.853136",Chinese
Ubin Kitchen,357 Joo Chiat Road Singapore (427602),"1.3085198, 103.9032294","Chinese, Local, Southeast Asian, Zi Char"
Un-Yang-Kor-Dai,57 South Bridge Road#01-02Singapore (058688),"1.287117, 103.848241",Thai
UNA at The Alkaff Mansion,10 Telok Blangah Green Singapore (109178),"1.278877, 103.813289",Spanish
Una Una (Bugis+),201 Victoria Street#04-10Bugis+Singapore (188067),"1.2995955, 103.8542191",Japanese
Una Una (Suntec),"3 Temasek Boulevard#03-315Suntec City Mall, Eat at Seven Singapore (038983)","1.29503, 103.8583026",Japanese
Unagiya Ichinoji (Robertson Quay),30 Robertson Quay#01-05Riverside Village Residences Singapore (238251),"1.2912881, 103.8413851",Japanese
Uncle Leong Seafood (Anchorpoint),368 Alexandra Road Anchorpoint Shopping Centre Singapore (159952),"1.2889717, 103.8056418","Chinese, Seafood, Local, Zi Char"
Uncle Leong Seafood (Punggol),6 Tebing Lane #01-03Singapore (828835),"1.3924633, 103.9160714","Chinese, Seafood, Local, Zi Char"
Uncle Leong Signatures (Waterway Point),83 Punggol Central#B1-21Waterway Point East Wing Singapore (828761),"1.40669, 103.9021738","Chinese, Seafood, Zi Char"
Uni Gallery by Oosterbay,7500A Beach Road#B1-310The Plaza Singapore (199591),"1.299739, 103.860815",Japanese
UOUO,91 Bencoolen Street#01-1819Sunshine Plaza Singapore (189652),"1.3005314, 103.8508826","Japanese, Seafood"
Ushidoki Wagyu Kaiseki,57 Tras Street#01-01Singapore (078996),"1.2779431, 103.8444554",Japanese
USHIO,60 Collyer Quay Level 8OUE Tower Singapore (049322),"1.283527, 103.853136",Japanese
Uya 四代目菊川 Japanese Unagi Restaurant,501 Orchard Road#02-15/16Wheelock Place Singapore (238880),"1.30447, 103.830841",Japanese
V-DINING by V-ZUG,6 Scotts Road#03-13Scotts Square Singapore (228209),"1.3058788, 103.8329554",Modern Asian
Vatos Cantina Holland Village,281 Holland Avenue#01-01Singapore (278996),"1.3118231, 103.7955295","Korean, All-Day Breakfast, Mexican"
Vatos Urban Tacos,36 Beach Road#01-03Singapore (189766),"1.295766, 103.856179","American, Korean, Mexican, Burgers"
Verdure Cafe,1218 Upper Thomson Road#01-02Springleaf Nature Park Singapore (787136),"1.4010103, 103.8176298",Cafe
Vespetta Italian Restaurant,40 Boat Quay Singapore (049829),"1.2865386, 103.8495606","Bar, Italian, Seafood, Vegetarian Friendly"
Vibes Cafe (Mediacorp Campus),1 Stars Avenue Level 3Mediacorp Campus Singapore (138507),"1.2951637, 103.7921409","American, All-Day Breakfast, Local, Cafe"
Vibes Cafe (Westgate),3 Gateway Drive#01-42Westgate Singapore (608532),"1.3345157, 103.7427902","Local, Cafe"
Vibes Cafe (Wheelock Place),501 Orchard Road#02-19Wheelock Place Singapore (238880),"1.3047145, 103.8305375","American, All-Day Breakfast, Local, Cafe"
Victorian Bistro,94 Tanjong Pagar Road Singapore (088515),"1.2782795, 103.8436493","Bar, International"
Viio Gastropub Restaurant & Bar,520 Balestier Road#01-01Singapore (329853),"1.3268632, 103.8459236","American, Bar, Fusion, International, Local, Burgers"
Vineyard at HortPark,33 Hyderabad Road Hort Park Singapore (119578),"1.2787362, 103.8018322","American, French, Italian, Cafe, Pizza"
Violet Oon Satay Bar & Grill,3B River Valley Road#01-18Singapore (179021),"1.2958719, 103.8396646",Peranakan
Violet Oon Singapore (ION Orchard),2 Orchard Turn#03-22 & #03-28/29ION Orchard Singapore (238801),"1.3039288, 103.8319512","Chinese, Malaysian, Vegetarian Friendly, Local, Peranakan"
Violet Oon Singapore (Jewel Changi),78 Airport Boulevard#01-205/206Jewel Changi Airport Singapore (819666),"1.3602082, 103.9897593","Chinese, Malaysian, Vegetarian Friendly, Local, Peranakan"
VUE,"50 Collyer Quay OUE Bayfront, Rooftop Level 19Singapore (049321)","1.2826632, 103.8528142","Bar, Modern European"
W39 Bistro & Bakery,39 Jalan Mas Puteh Singapore (128637),"1.3084702, 103.7623852","Modern European, Fusion, Cafe"
Waa Cow! (Change Alley Mall),30 Raffles Place#01-23/24Change Alley Mall Singapore (048622),"1.2841089, 103.852015",Japanese
Waa Cow! (Marina One),5 Straits View#01-09Marina One Singapore (018935),"1.2766869, 103.852532","Bar, Japanese"
Wagyu Express by Aburiya,108 Tanjong Pagar Road#01-01Singapore (088526),"1.2780316, 103.8435825","Japanese, BBQ"
Wagyu More,200 Victoria Street#02-47/48Bugis Junction Singapore (188021),"1.2988889, 103.8555556","Buffet, Japanese, Vegetarian Friendly, Steamboat"
Wah Lok Cantonese Restaurant,76 Bras Basah Road Carlton Hotel Singapore (189558),"1.2960301, 103.8527419","Chinese, Dim Sum"
WAKANUI Grill Dining Singapore,5 Straits View#04-02Marina One The Heart West Tower Singapore (018935),"1.2776331, 103.8531473","Japanese, Australian, Steakhouse, Burgers"
Walking On Sunshine,181 Orchard Road#03-07Orchard Central Singapore (238896),"1.3007901, 103.8399648","American, Korean, Australian, All-Day Breakfast, Vegetarian Friendly, Cafe, Pizza, Burgers"
Wan Hao Chinese Restaurant,320 Orchard Road Level 3Singapore Marriott Tang Plaza Hotel Singapore (238865),"1.3052151, 103.8329675","Chinese, Vegetarian Friendly, Dim Sum"
Wan He Lou (Maude Road),65 Maude Road#01-01Singapore (208347),"1.3080195, 103.8581359","Chinese, Seafood, Zi Char"
Wan He Lou Kitchen (Beauty World),9 Yuk Tong Ave Singapore (596314),"1.34215, 103.7748","Chinese, Seafood"
The Warehouse Hotel Bar,320 Havelock Road Robertson Quay The Warehouse Hotel Singapore (169628),"1.289177, 103.837495","Bar, Local"
Waterfall Ristorante Italiano,"22 Orange Grove Road Level One, Garden Wing Shangri-La Hotel, Singapore Singapore (258350)","1.3112195, 103.8263306",Italian
Wheeler's Yard,28 Lorong Ampas Singapore (328781),"1.3266755, 103.8528303","American, Japanese, Fusion, All-Day Breakfast, Cafe"
The White Label,734 North Bridge Road Singapore (198702),"1.302816, 103.859195","French, Cafe"
The White Rabbit,39C Harding Road Singapore (249541),"1.3048733, 103.8135205","Modern European, French"
Whitegrass,30 Victoria Street#01-26/27CHIJMES Singapore (187996),"1.2996712, 103.8551177","Japanese, French, Modern Asian"
Wild Blooms,1187 Upper Serangoon Road#01-01The Midtown Singapore (533971),"1.3701852, 103.8951508",Fusion
Wild Honey at Mandarin Gallery,"333A Orchard Road#03-01, Mandarin Gallery Singapore (238867)","1.302037, 103.8362722",All-Day Breakfast
Wild Honey at Scotts,"6 Scotts Road#03-02, Scotts Square Singapore (228209)","1.3058788, 103.8329554",All-Day Breakfast
Wild Honey at South Beach,26 Beach Road#B1-18South Beach Singapore (189768),"1.2947237, 103.8560542",All-Day Breakfast
Wildseed Cafe at The Alkaff Mansion,10 Telok Blangah Green Singapore (109178),"1.278877, 103.813289","All-Day Breakfast, Cafe"
Wildseed Cafe at The Summerhouse,3 Park Lane Singapore (798387),"1.4080072, 103.8681859","All-Day Breakfast, Cafe"
Wildseed Grill & Bar,3 Park Lane Singapore (798387),"1.4080072, 103.8681859","Bar, Burgers"
Window on the Park,"11 Cavenagh Road,Singapore (229616)","1.3020479, 103.8412807","Buffet, Seafood, Local, Halal Certified"
Wine & Chef,7 Keong Saik Road Singapore (089115),"1.2793273, 103.841396","Bar, Chinese, Italian, Fusion, Vegetarian Friendly, Local, Southeast Asian"
The Wine & Gourmet Friends,48 Bukit Pasoh Road Singapore (089859),"1.2798618, 103.840332","Bar, French, Spanish, Fusion, Southeast Asian"
Wine Universe Restaurant & Bar,9 Raffles Boulevard#01-109Millenia Walk Singapore (039596),"1.2934406, 103.8594273","Bar, Buffet, Modern European, French, Fusion, International, Vegetarian Friendly"
The Winery Tapas | Bar,30 Victoria Street#B1-05CHIJMES Singapore (187996),"1.295385, 103.852346","Bar, Spanish, Fusion"
Winestone,30 Stevens Road#01-09 Singapore (257840),"1.3138907, 103.828462","Bar, Modern European, French, Italian, Spanish, Middle Eastern, Greek, Portuguese, Pizza"
Wok Master (Changi City Point),5 Changi Business Park Central 1#01-28Changi City Point Singapore (486038),"1.334638, 103.9623868","Chinese, Southeast Asian, Zi Char"
Wok Master (City Square Mall),180 Kitchener Road#02-51/52City Square Mall Singapore (208539),"1.3114715, 103.8561512","Chinese, Vegetarian Friendly, Local"
Wok Palace,1 Fusionopolis Way#02-01/02Connexis Singapore (138632),"1.2989175, 103.7876488","Chinese, Malaysian, Local, Zi Char"
WOK°15 Kitchen,11 Cove Drive#01-01Sentosa Cove Singapore (098497),"1.2455573, 103.8398887","Chinese, Seafood, Vegetarian Friendly, Local, Dim Sum, Zi Char"
Wonderland Savour (Wisma Atria),435 Orchard Road#02-08/13Wisma Atria Singapore (238877),"1.3037148, 103.8332642","Italian, Fusion"
Woody Family Cafe,12F Andrews Ave Singapore (759930),"1.4581424, 103.8377204",Peranakan
Wooftopia Pet Café,200 Turf Club Road The Grandstand#01-29/30 Singapore (287994),"1.3380084, 103.7934418","Modern European, Italian, Cafe"
Wooloomooloo Steakhouse Singapore,2 Stamford Road Level 3Swissotel The Stamford Singapore (178882),"1.2932771, 103.8535076","Australian, Steakhouse, Vegetarian Friendly"
Woorinara Korean Restaurant,19 Lorong Kilat#01-02Singapore (598120),"1.3408737, 103.7736111",Korean
The Workbench Bistro,Blk 332 Ang Mo Kio Ave 1#01-1881Singapore (560332),"1.3616045, 103.8519244","American, Bar, Italian, Cafe, Burgers"
Xi Yan Shaw,1 Scotts Road#03-12/13Shaw Centre Singapore (228208),"1.3062932, 103.8318472",Chinese
Xian De Lai,18 Liang Seah Street Singapore (189039),"1.2981323, 103.8564878","Buffet, Chinese, Steamboat"
Xiao Long Kan Hotpot (Bedok),208D New Upper Changi Road#01-02/03Singapore (464208),"1.3255622, 103.9420245","Chinese, Seafood, Steamboat"
Xiao Long Kan Hotpot (Bugis),200 Victoria Street#02-54Bugis Junction Singapore (188021),"1.2988889, 103.8555556","Chinese, Steamboat"
Xiao Long Kan Hotpot (Chinatown),20 Smith Street Singapore (058934),"1.282126, 103.8444683","Chinese, Steamboat"
Xiao Mu Deng Traditional Hotpot,279 New Bridge Road Singapore (088752),"1.2822752, 103.8421184","Chinese, Steamboat"
Xiao Ya Tou,6 Duxton Hill#01-01Singapore (089592),"1.279257, 103.8428968","Bar, Chinese, Fusion, All-Day Breakfast, Local, Southeast Asian, Modern Asian"
Xin Cuisine Chinese Restaurant,317 Outram Road Level 4Holiday Inn Singapore Atrium Singapore (169075),"1.2891631, 103.8342067","Chinese, Dim Sum"
Xperience Restaurant,35 Robinson Road Level 1Singapore (068876),"1.2799728, 103.8497276","Modern European, Fusion, International"
XY Kazoku,15 Jalan Klapa Singapore (199323),"1.3043178, 103.8597434","Bar, Chinese, Local"
Yakiniku Ohji (Clementi),321 Clementi Avenue 3#01-01Singapore (129905),"1.311998, 103.765014","Buffet, Japanese"
Yan at National Gallery Singapore,"1 St. Andrew’s Road,#05-02,National Gallery Singapore Singapore (178957)","1.2902217, 103.8515167","Chinese, Dim Sum"
